Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Vehicle Age
Porsche,premium,420.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,20,1715,115700,8
Porsche,premium,420.0,6.0,MANUAL,all wheel drive,2.0,Compact,Coupe,28,20,1715,110300,8
Porsche,premium,420.0,6.0,MANUAL,all wheel drive,2.0,Compact,Coupe,28,20,1715,122600,8
Porsche,premium,420.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,28,20,1715,103400,8
Porsche,premium,370.0,6.0,MANUAL,all wheel drive,2.0,Compact,Coupe,29,20,1715,96300,8
Porsche,premium,370.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,20,1715,101700,8
Porsche,premium,540.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,29,20,1715,171500,8
Porsche,premium,580.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,28,20,1715,188100,8
Porsche,premium,370.0,6.0,MANUAL,all wheel drive,2.0,Compact,Convertible,29,20,1715,108600,8
Porsche,premium,420.0,6.0,MANUAL,all wheel drive,2.0,Compact,Convertible,28,20,1715,122600,8
Porsche,premium,370.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,20,1715,89400,8
Porsche,regular,345.0,8.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,17,11,1715,6294,32
Porsche,regular,345.0,8.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,17,11,1715,7419,31
Porsche,regular,345.0,8.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,17,11,1715,9400,30
Mazda,regular,195.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,586,2000,32
Mazda,regular,193.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,586,2000,31
Mazda,regular,193.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,586,2000,30
Volvo,regular,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,17,870,2000,32
Volvo,regular,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,25,17,870,2000,32
Volvo,regular,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,870,2000,32
Volvo,regular,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,22,17,870,2000,32
Volvo,regular,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,870,2000,31
Volvo,regular,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,24,17,870,2000,31
Volvo,regular,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,870,2000,31
Volvo,regular,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,22,17,870,2000,31
Volvo,regular,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,870,2000,30
Volvo,regular,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,24,17,870,2000,30
Volvo,regular,162.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,22,17,870,2000,30
Volvo,regular,114.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,17,870,2000,30
Porsche,regular,208.0,4.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,24,15,1715,2667,35
Porsche,regular,208.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,15,1715,3083,35
Porsche,regular,208.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,15,1715,3578,34
Porsche,regular,208.0,4.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,24,15,1715,3047,34
Volvo,regular,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,23,15,870,2000,30
Volvo,regular,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,15,870,2000,30
Volvo,regular,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,16,870,2000,29
Volvo,regular,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,24,16,870,2000,29
Volvo,regular,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,24,16,870,2000,28
Volvo,regular,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,24,16,870,2000,28
Porsche,regular,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,15,1715,4651,32
Porsche,regular,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,24,15,1715,3839,32
Porsche,regular,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,24,15,1715,4191,31
Porsche,regular,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,15,1715,4878,31
Porsche,regular,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,24,15,1715,4723,30
Porsche,regular,236.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,15,1715,5576,30
Audi,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,43,31,3105,35150,10
Audi,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,43,31,3105,32600,10
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,33200,10
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,35,24,3105,44050,10
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,29900,10
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,41650,10
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,35,24,3105,38150,10
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,35750,10
Audi,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,43,31,3105,41050,10
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,47050,10
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,38350,10
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,35,24,3105,35600,10
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,38600,10
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,41150,10
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,32450,10
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,34200,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,39600,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,37700,9
Audi,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,43,31,3105,33200,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,43050,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,35,24,3105,39300,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,35,24,3105,36600,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,39750,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,35,24,3105,45450,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,48450,9
Audi,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,43,31,3105,36700,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,34400,9
Audi,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,43,31,3105,35900,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,43100,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,36900,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,33600,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,3105,30900,9
Audi,premium,170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,35,24,3105,40100,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,32,23,3105,42300,9
Audi,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,43,31,3105,42050,9
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,35,26,3105,43150,8
Audi,premium,186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,3105,40150,8
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,35,26,3105,37450,8
Audi,premium,186.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,34,25,3105,37600,8
Audi,premium,186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,3105,34450,8
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,34,25,3105,40300,8
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,34,25,3105,49250,8
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Convertible,34,25,3105,43550,8
Audi,premium,186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,3105,31200,8
Audi,premium,186.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,34,25,3105,40850,8
Audi,premium,186.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,34,25,3105,46550,8
Audi,premium,220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,35,26,3105,34200,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Wagon,28,23,3105,51400,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Wagon,28,23,3105,44000,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Wagon,28,23,3105,47000,8
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,45000,10
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,39700,10
Audi,premium,220.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,32,22,3105,43800,10
Audi,premium,220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,24,3105,35500,10
Audi,premium,220.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,32,22,3105,38500,10
Audi,premium,220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,24,3105,37600,10
Audi,premium,220.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,32,22,3105,36400,10
Audi,premium,220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,24,3105,42900,10
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,37600,10
Audi,premium,220.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,32,22,3105,37000,9
Audi,premium,220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,3105,38000,9
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,38000,9
Audi,premium,220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,3105,35900,9
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,40100,9
Audi,premium,220.0,4.0,MANUAL,all wheel drive,4.0,Midsize,Sedan,32,22,3105,39100,9
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,33,25,3105,37300,8
Audi,premium,190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,37,27,3105,34900,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,24,3105,48000,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,24,3105,43200,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,33,25,3105,41100,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,33,25,3105,45900,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,24,3105,39400,8
Audi,premium,190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,37,27,3105,38700,8
Audi,premium,190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,37,27,3105,37850,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,24,3105,42350,8
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,31,22,3105,43800,9
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,31,22,3105,41500,9
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29,21,3105,47900,9
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29,21,3105,50200,9
Audi,premium,220.0,4.0,MANUAL,all wheel drive,2.0,Midsize,Coupe,32,22,3105,40500,9
Audi,premium,220.0,4.0,MANUAL,all wheel drive,2.0,Midsize,Coupe,32,22,3105,42800,9
Audi,flex-fuel,220.0,4.0,MANUAL,all wheel drive,2.0,Midsize,Coupe,32,23,3105,41200,8
Audi,flex-fuel,220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,21,15,3105,48600,8
Audi,flex-fuel,220.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,22,15,3105,42200,8
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38,24,3105,58700,10
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20,3105,50450,10
Audi,premium,220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,25,3105,44800,10
Audi,premium,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,18,3105,60100,10
Audi,premium,220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,25,3105,48350,10
Audi,premium,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,18,3105,56300,10
Audi,premium,220.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20,3105,46900,10
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38,24,3105,62500,10
Audi,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,32,22,3105,52100,9
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,3105,49900,9
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,3105,46200,9
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38,25,3105,59500,9
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,20,3105,61600,9
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,20,3105,57400,9
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38,25,3105,63700,9
Audi,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,32,22,3105,48400,9
Audi,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,53800,8
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,61600,8
Audi,premium,340.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,3105,67600,8
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,21,3105,58600,8
Audi,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,32,22,3105,49800,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,354,24,3105,51600,8
Audi,premium,252.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,34,24,3105,47600,8
Audi,premium,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,18,3105,65900,10
Audi,premium,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,18,3105,69750,10
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38,24,3105,68300,10
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38,24,3105,72150,10
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,38,25,3105,70400,9
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,30,20,3105,68300,9
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,35,24,3105,73050,9
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,30,20,3105,70950,9
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,3105,68800,8
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,21,3105,71350,8
Audi,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,36,24,3105,85200,9
Audi,premium,500.0,12.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,22,14,3105,137900,9
Audi,premium,450.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,18,3105,90500,9
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,28,18,3105,81500,9
Audi,premium,450.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,18,3105,91500,8
Audi,premium,333.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,29,19,3105,82500,8
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,43850,8
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,45850,8
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,33975,10
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,40820,10
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,42820,10
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,42095,10
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,44095,10
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,38555,10
GMC,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,47690,10
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,35975,10
GMC,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,549,49690,10
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,549,36555,10
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,36755,9
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,44295,9
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,42295,9
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,30975,9
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,36175,9
GMC,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,49890,9
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,41020,9
GMC,regular,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,34175,9
GMC,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,15,549,47890,9
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,38755,9
GMC,regular,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,549,43020,9
GMC,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,38350,8
GMC,regular,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,549,43750,8
GMC,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,35070,8
GMC,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,32450,8
GMC,regular,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,21,549,37070,8
GMC,regular,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,549,41450,8
GMC,regular,194.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,21,549,34450,8
GMC,regular,194.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,21,549,29070,8
GMC,regular,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,549,44920,8
GMC,regular,310.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,549,46920,8
GMC,regular,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18,549,41750,8
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,1439,17395,11
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,14895,11
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,27,1439,15645,11
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,1439,16095,11
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,38,27,1439,14645,11
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16395,11
Hyundai,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,38,27,1439,14745,10
Hyundai,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,14995,10
Hyundai,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,26,1439,15745,10
Hyundai,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,17495,10
Hyundai,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16495,10
Hyundai,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,16195,10
Hyundai,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,26,1439,15745,9
Hyundai,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,17495,9
Hyundai,regular,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,26,1439,16195,9
Hyundai,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,16495,9
Hyundai,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,38,27,1439,14745,9
Hyundai,regular,137.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,38,27,1439,14995,9
Plymouth,regular,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,29,22,535,2000,32
Plymouth,regular,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,25,19,535,2000,31
Plymouth,regular,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,26,19,535,2000,30
Honda,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,25,17,2202,34020,15
Honda,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,25,17,2202,36220,15
Honda,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,29670,15
Honda,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,34770,15
Honda,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,32570,15
Honda,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,29990,14
Honda,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,32890,14
Honda,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,26,18,2202,36540,14
Honda,regular,271.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,26,18,2202,34340,14
Honda,regular,271.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27,18,2202,35090,14
Honda,regular,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,31905,11
Honda,regular,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,29155,11
Honda,regular,195.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,34905,11
Honda,regular,196.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,50,2202,35055,10
