Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,Popularity,MSRP,Vehicle Age,average_mpg
Mercedes-Benz,premium,302.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,617,55600,9,24.0
Mercedes-Benz,premium,329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,617,54200,9,24.5
Mercedes-Benz,premium,402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,617,60300,9,22.0
Mercedes-Benz,premium,329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,617,62250,9,24.5
Mercedes-Benz,premium,402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,617,68700,9,21.5
Mercedes-Benz,diesel,195.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,617,52650,9,35.0
Mercedes-Benz,premium,329.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,617,56700,9,24.0
Mercedes-Benz,premium,329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,617,62600,8,24.5
Mercedes-Benz,premium,241.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,617,54650,8,25.5
Mercedes-Benz,premium,329.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,617,57050,8,24.0
Mercedes-Benz,premium,241.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,617,52150,8,26.0
Mercedes-Benz,premium,329.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,617,54550,8,24.5
Mercedes-Benz,premium,402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,617,60650,8,22.0
Mercedes-Benz,premium,402.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,617,69100,8,21.0
Volkswagen,electric,115.0,6.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,873,33450,10,115.5
Volkswagen,electric,115.0,6.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,873,35445,10,115.5
Volkswagen,electric,115.0,6.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,873,28995,9,115.5
Volkswagen,electric,115.0,6.0,DIRECT_DRIVE,front wheel drive,4.0,Compact,4dr Hatchback,873,35595,9,115.5
Mercedes-Benz,regular,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,617,5878,26,18.0
Mercedes-Benz,regular,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,617,6120,25,18.0
Toyota,regular,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2031,10775,22,34.0
Toyota,regular,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,2031,11575,22,32.0
Toyota,regular,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2031,10245,22,34.0
Toyota,regular,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,2031,11045,22,32.0
Toyota,regular,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2031,10885,21,34.0
Toyota,regular,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,2031,11685,21,32.0
Toyota,regular,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,2031,11155,21,32.0
Toyota,regular,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2031,10355,21,34.0
Toyota,regular,108.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2031,10985,20,34.0
Toyota,regular,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,2031,11255,20,32.0
Toyota,regular,108.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,2031,11785,20,32.0
Toyota,regular,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2031,10455,20,34.0
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,436,27799,15,22.5
Mitsubishi,premium,265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,436,32599,15,20.0
Mitsubishi,premium,265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,436,32599,14,20.0
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,436,27999,14,23.5
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,436,28299,13,23.5
Mitsubishi,premium,265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,436,32599,13,20.0
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,436,27999,13,23.5
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,24699,15,23.5
Mitsubishi,regular,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,436,20699,15,24.0
Mitsubishi,premium,265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,29089,15,20.0
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,21699,15,23.5
Mitsubishi,premium,265.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,436,28089,15,20.5
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,24699,14,24.0
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,19999,14,24.0
Mitsubishi,regular,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,436,18999,14,24.0
Mitsubishi,premium,265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,29089,14,21.0
Mitsubishi,regular,162.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,436,19499,13,24.0
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,20499,13,24.0
Mitsubishi,regular,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,24699,13,24.0
Mitsubishi,premium,265.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,436,29089,13,21.0
Oldsmobile,regular,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2000,31,21.5
Oldsmobile,regular,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2000,30,21.5
Oldsmobile,regular,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2000,30,21.5
Oldsmobile,regular,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2000,28,21.5
Oldsmobile,regular,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2000,27,22.0
Oldsmobile,regular,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2098,27,22.0
Oldsmobile,regular,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2210,26,22.0
Oldsmobile,regular,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2107,26,22.0
Oldsmobile,regular,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,2320,26,22.0
Hyundai,regular,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,1439,18595,12,32.0
Hyundai,regular,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,1439,18595,12,32.0
Hyundai,regular,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,1439,19895,12,33.0
Hyundai,regular,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,1439,20895,12,32.0
Hyundai,regular,148.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,1439,20895,12,32.0
Hyundai,regular,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,1439,17595,12,33.0
Hyundai,regular,166.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,1439,19600,11,29.0
Hyundai,regular,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,1439,19600,11,29.0
Hyundai,regular,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,19800,10,28.5
Hyundai,regular,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,18800,10,29.0
Hyundai,regular,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,18800,9,28.5
Hyundai,regular,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,19800,9,28.5
Hyundai,regular,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,18800,8,28.0
Hyundai,regular,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,19800,8,28.0
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,17195,15,26.5
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,19795,15,26.5
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,15995,15,27.0
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,18995,15,27.0
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,15995,14,27.0
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,19495,14,27.0
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,17195,14,26.5
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,20295,14,26.5
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,17195,13,26.5
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,15995,13,27.0
Hyundai,regular,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,1439,19495,13,27.0
Hyundai,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,1439,20295,13,26.5
Hyundai,regular,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,22600,10,29.5
Hyundai,regular,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,21700,10,32.0
Hyundai,regular,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,18250,10,33.0
Hyundai,regular,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,1439,17250,10,32.0
Hyundai,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,22600,10,29.5
Hyundai,regular,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,1439,21600,10,29.0
Hyundai,regular,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,21250,9,29.5
Hyundai,regular,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,18250,9,33.0
Hyundai,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,21250,9,29.5
Hyundai,regular,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,21700,9,32.0
Hyundai,regular,173.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,1439,20250,9,29.0
Hyundai,regular,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,1439,17250,9,32.0
Hyundai,regular,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,19700,9,33.0
Hyundai,regular,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,18150,8,33.5
Hyundai,regular,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,22350,8,32.5
Hyundai,regular,128.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,1439,20650,8,36.0
Hyundai,regular,147.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,1439,17150,8,31.0
Hyundai,regular,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,1439,22750,8,29.5
Hyundai,regular,201.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,1439,21650,8,26.0
Hyundai,regular,147.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,1439,20250,8,33.5
Cadillac,regular,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,1624,2905,25,20.0
Cadillac,regular,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,1624,3257,25,20.0
Cadillac,regular,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,1624,44011,24,20.0
Cadillac,regular,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,1624,40436,24,20.0
Cadillac,regular,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,1624,47660,23,20.5
Cadillac,regular,300.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,1624,45265,23,20.5
Cadillac,regular,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,1624,42130,23,20.5
Honda,regular,166.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,2202,22785,16,20.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,25770,16,22.5
Honda,regular,166.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr SUV,2202,23270,16,20.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,23585,16,21.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,20275,16,22.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,24085,16,22.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,25285,16,21.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,21475,16,21.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,24070,16,22.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,22385,16,22.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,23885,15,21.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,22635,15,22.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,24335,15,22.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,25585,15,21.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,20525,15,22.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,21775,15,21.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,24320,15,22.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,24185,14,21.5
Honda,regular,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,2202,22075,14,21.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,20825,14,22.5
Honda,regular,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,2202,22935,14,22.5
Lotus,premium,189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,43995,16,24.0
Lotus,premium,218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,54990,16,23.0
Lotus,premium,189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,47250,16,24.0
Lotus,premium,189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,47250,15,24.0
Lotus,premium,218.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,54990,15,23.0
Lotus,premium,189.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,51845,14,24.0
Lotus,premium,217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,54990,14,23.0
Lotus,premium,217.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,613,57950,14,23.0
Buick,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,49305,10,19.0
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,39050,10,20.5
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,43450,10,20.5
Buick,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,45450,10,19.0
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,47305,10,20.5
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,43660,9,18.5
Buick,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,49515,9,18.5
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,39065,9,18.5
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,47515,9,18.5
Buick,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,45660,9,18.5
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,39065,8,18.5
Buick,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,45765,8,18.5
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,47625,8,18.5
Buick,regular,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,43765,8,18.5
Buick,regular,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,49625,8,18.5
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,29450,10,26.5
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,27655,10,26.5
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,25565,10,26.5
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,29435,10,29.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,27950,10,29.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,24065,10,29.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,26155,10,29.0
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,30935,10,26.5
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,31285,9,26.5
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,25565,9,26.5
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,28300,9,29.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,29785,9,29.0
Buick,regular,153.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,28850,9,29.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,24065,9,29.0
Buick,regular,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,27350,9,31.0
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,29800,9,26.5
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,26355,9,29.0
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,27855,9,26.5
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,31965,8,27.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,26865,8,29.0
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,30565,8,27.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,25565,8,31.0
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,27065,8,28.5
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,28365,8,27.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,30465,8,29.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,24365,8,29.0
Buick,regular,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,155,25865,8,27.0
Buick,regular,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,155,29065,8,29.0
Mitsubishi,premium,225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,436,29099,17,17.0
Mitsubishi,premium,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,436,27599,17,18.5
Mitsubishi,premium,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,436,29999,15,18.0
Mitsubishi,premium,225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,436,31499,15,17.0
Mitsubishi,premium,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,436,27999,15,18.0
Mitsubishi,premium,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,436,28299,14,18.0
Mitsubishi,premium,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,436,32099,14,18.0
Mitsubishi,premium,225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,436,33599,14,17.0
Hyundai,regular,242.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,1439,26395,18,19.5
Hyundai,regular,242.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,1439,28895,18,19.5
Hyundai,regular,242.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,1439,23895,18,19.5
Hyundai,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,1439,29895,17,19.5
Hyundai,regular,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,1439,23995,17,19.5
Buick,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,42070,9,23.0
Buick,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,44710,9,23.0
Buick,flex-fuel,197.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,39570,8,24.5
Buick,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,44960,8,23.0
Buick,flex-fuel,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,35870,8,25.5
Buick,premium,252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,42320,8,23.0
Buick,flex-fuel,197.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,155,37720,8,24.5
Buick,flex-fuel,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,155,37720,8,25.5
GMC,regular,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,33570,21,15.5
GMC,regular,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,38120,21,15.5
GMC,regular,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,31320,21,15.5
GMC,regular,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,35870,21,15.5
GMC,regular,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,33810,20,15.5
GMC,regular,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,36060,20,14.5
GMC,regular,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,38160,20,16.0
GMC,regular,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,31945,20,14.5
GMC,regular,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,40235,20,15.5
GMC,regular,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,29695,20,15.5
GMC,regular,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,33160,19,15.5
GMC,regular,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,37600,19,15.5
GMC,regular,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,29630,19,15.5
GMC,regular,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,30910,19,16.5
GMC,regular,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,35350,19,16.5
GMC,regular,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,27380,19,16.5
GMC,regular,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,36115,20,14.5
GMC,regular,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,29780,20,15.5
GMC,regular,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,549,33865,20,15.5
GMC,regular,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,549,32030,20,14.5
GMC,regular,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,549,32960,18,17.0
GMC,regular,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,549,26760,18,17.0
GMC,regular,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,549,30770,18,17.0
GMC,regular,302.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,549,34990,18,17.0
GMC,regular,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,549,28950,18,17.0
GMC,regular,302.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,549,37190,18,16.0
GMC,regular,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,549,34020,17,17.0
GMC,regular,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,549,27980,17,17.0
GMC,regular,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,549,37105,17,16.0
GMC,regular,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,549,34970,17,17.0
